Price,Area,Location,Bedrooms,Resale,Gymnasium,Lift,Parking,Maintenance,Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas_Conn,Jogging Track,Swimming Pool
460000,920,Dombivali East,2,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
460000,675,Bhayandar East,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
460000,680,Beturkar Pada,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
460000,695,Kalyan West,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
460000,910,Nala Sopara,2,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
460000,846,Nala Sopara,2,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
460000,975,Nala Sopara,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
460000,700,Dombivli (West),1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
460000,700,Kalyan West,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
460000,640,Dombivli (West),1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
460000,850,Koproli,2,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
460000,650,Koproli,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No
460000,685,Ulwe,1,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
460000,670,Koproli,2,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
460200,550,Panvel,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
462100,532,Virar,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
465000,525,Kalyan West,1,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No
465600,536,Virar,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
466500,662,Diva,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
469900,710,Gandhar Nagar,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
470000,625,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
470000,650,Karanjade,1,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
470000,690,taloja panchanand,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
470000,885,Powai Lake,2,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
470000,1005,Taloja,2,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
470000,690,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
470000,648,Ulwe,1,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
470000,840,Sriprastha,2,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No
470000,675,Sector-8 Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
470000,695,Kalyan West,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
470000,695,Kalyan West,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
470000,800,Panvel,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
470000,675,Panvel,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
470000,625,Kharghar,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
470000,700,Taloja,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
470000,478,Kalwa,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
470000,656,Ulwe,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
470000,670,Vasai,2,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No
470000,800,Vasai West,2,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
470000,675,Ulwe,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
470000,310,Kandivali East,1,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
470000,1017,Bhiwandi,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
470000,375,Thane West,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes
470000,525,Dombivli (West),1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
470000,650,Koproli,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No
470000,500,Mira Road East,1,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No
471300,725,Navi Basti,1,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes
475000,900,Panvel,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
475000,950,Nala Sopara,2,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
475000,960,Kalyan West,2,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
476000,700,Mira Road East,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
478500,870,Dombivali,2,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
479400,510,Virar,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
479900,625,Thane West,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
480000,655,Kharghar,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
480000,1020,taloja panchanand,2,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
480000,600,Sector 22 Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
480000,600,Kamothe,1,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
480000,965,Nala Sopara,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
480000,700,Mira Road East,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
480000,650,Kharghar,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
480000,661,Mira Road East,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
480000,653,Kamothe,1,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
480000,600,Sector 36 Kamothe,1,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No
480000,540,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
480000,560,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
480000,695,Roadpali,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
480000,1110,Taloja,2,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
480000,650,Mira Road East,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
480000,580,Mira Road East,1,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
480000,650,Mira Road East,1,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
480000,600,Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
480000,610,Kalyan West,2,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No
480000,485,Kalyan West,1,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No
480000,660,Kharghar,1,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
480000,725,Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
480000,615,Mira Road East,1,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No
480000,855,Kalyan East,2,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
480000,800,Kalyan West,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
480000,970,Nalasopara East,2,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
480000,945,Nala Sopara,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
480000,670,Ulwe,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
480000,675,Ulwe,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
480000,1075,Virar West,2,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
480000,800,Kalyan West,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
480000,550,Mira Road East,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
480000,550,Mira Road East,1,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
480000,350,Malad West,1,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No
480000,350,Santacruz East,1,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
480000,1600,Panvel,2,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
480000,687,Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
480000,550,Thane West,1,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
480000,670,Koproli,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No
480000,250,Andheri East,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
480100,416,Thane West,1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No
480300,655,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
482300,742,Panvel,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
483700,774,Dombivali,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
485000,720,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
485000,600,Kharghar,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
485000,300,Borivali West,1,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No
485000,411,Malad East,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
485000,900,Ambernath East,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
485000,700,Mira Road East,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
485000,970,Nalasopara East,2,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
487500,975,Nalasopara East,2,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
490000,655,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
490000,600,Kharghar,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
490000,980,Taloja,2,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
490000,650,Sector 23 Ulwe,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
490000,665,Sector 17 Ulwe,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
490000,700,Ulwe,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
490000,985,Taloja,2,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
490000,550,Thane West,1,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
490000,620,Sector 21 Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
490000,239,Thane West,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
490000,900,Panvel,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
490000,580,Mira Road East,1,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
490000,980,Nala Sopara,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
490000,690,Kharghar,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
490000,350,Malad West,1,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No
490000,1055,Taloja,2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
490700,755,Panvel,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
492500,600,Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
495000,650,Kamothe,2,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
495000,685,Ulwe,1,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
495000,635,Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
495000,650,Mira Road East,1,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
495000,900,Vasai,2,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
499900,768,Kalyan West,1,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No
499900,750,Kalyan West,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
500000,665,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No
500000,600,Kharghar,1,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
500000,600,Sector 20 Kharghar,1,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No
500000,550,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,570,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,570,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
500000,550,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
500000,578,Sector 20 Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,650,Sector 22 Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,600,Sector 22 Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,650,Sector-18 Ulwe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,650,Kamothe,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
500000,650,Sector 12 Kharghar,1,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
500000,735,Ulwe,1,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
500000,1155,Dronagiri,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No
500000,702,Mumbai Agra National Highway,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
500000,650,Sector 20 Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,500,Sector13 Khanda Colony,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
500000,650,Sector34 A Kharghar,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,791,Dombivali,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
500000,640,Ulwe,1,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
500000,1285,Virar,3,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No
500000,1030,Virar,3,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No
500000,690,Sector12 Kamothe,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,650,Kharghar,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,1000,Panvel,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
500000,600,Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,650,PARSIK NAGAR,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,650,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
500000,900,Palava,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No
500000,950,Kalyan West,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
500000,650,Kharghar,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
500000,685,Dahisar,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
500000,625,Kalyan West,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
500000,700,Dombivli (West),1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
500000,528,Thane West,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
500000,735,Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
500000,735,Ulwe,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
500000,520,Thane West,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
500000,705,Panvel,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
500000,650,Ulwe,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
500000,650,Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
500000,1050,Nala Sopara,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
500000,945,Nala Sopara,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
500000,650,Ulwe,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
500000,225,Powai,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
500000,680,Ulwe,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes
500000,647,Kalwa,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
500000,300,Kandivali East,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
500000,960,Vasai,2,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No
500000,750,Dombivali,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500000,1017,Bhiwandi,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500000,700,Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
500000,700,Ulwe,1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
504000,300,Kandivali East,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
505000,675,Kamothe,2,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
506000,650,Kalyan West,2,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No
509700,1057,Virar,2,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No
509900,384,Mira Road East,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
510000,700,Kharghar,1,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
510000,710,Sector-3 Ulwe,1,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
510000,1511,Ulwe,3,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
510000,383,Ramdev Park,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
510000,427,Owale,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
510000,605,Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
510000,695,Mira Road East,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
510000,675,Mira Road East,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
510000,650,Ulwe,1,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
510000,675,Panvel,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
510000,400,Borivali West,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
510000,760,Kalyan West,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
510000,760,Kalyan West,1,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
510000,945,Nala Sopara,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
510000,690,Ulwe,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
510000,690,Ulwe,1,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
510000,990,Nala Sopara,2,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
510000,1017,Bhiwandi,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
515000,720,Mira Road East,1,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No
515000,685,Mira Road East,1,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
515000,645,Bhayandar East,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
516000,645,Bhayandar East,1,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
519900,880,Vasai West,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No
520000,700,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
520000,625,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
520000,850,Kamothe,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
520000,580,Mira Bhayandar,1,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
520000,1070,Dronagiri,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
520000,667,Sector 17 Ulwe,1,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No
520000,534,Godrej Hill,2,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
520000,995,Taloja,2,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
520000,600,Kharghar,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
520000,560,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
520000,685,Ulwe,2,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
520000,590,Kharghar,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
520000,630,Kamothe,1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
520000,641,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
520000,641,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
520000,525,Khar,1,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
520000,596,Kalyan West,1,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No
520000,650,Mira Road East,1,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
520000,688,Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
520000,679,Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
520000,350,Malad West,1,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
520000,665,Mira Road East,1,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No
520000,690,Mira Road East,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
520000,690,Mira Road East,1,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No
520000,340,Kandivali West,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
520000,410,Kandivali West,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
520000,650,Kharghar,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
520000,880,Kalyan West,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
520000,695,Kalyan West,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
520000,1000,Kalyan West,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
520000,950,Nalasopara East,2,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
520000,950,Nala Sopara,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
520000,980,Nala Sopara,2,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
520000,650,Ulwe,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
520000,500,Kalwa,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
520000,675,Ulwe,1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
520000,675,Ulwe,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
520000,950,Kalyan West,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
522900,769,Mira Road East,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
525000,700,Mira Road East,1,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
525000,650,Ulwe,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes
525000,650,Mira Road East,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
525000,1050,Nalasopara East,2,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
525000,679,Ulwe,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
529900,905,Thane West,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
529900,645,Thane West,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes
529900,860,Kalyan West,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
530000,670,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
530000,670,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
530000,660,Kharghar,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
